ts, location1, avg_temp1,location2, avg_temp2,location3, avg_temp3,location4, avg_temp4,location5, avg_temp5,location6, avg_temp6,location7, avg_temp7,location8, avg_temp8,location9, avg_temp9,location10, avg_temp10
2022-05-01T00:00:00,59308,29.391582799634055,30134,27.238055190538642,6091,27.10264813843735,6179,26.3,18029,25.94835131894485,6062,10.834176225234502,58935,11.014917575450198,6126,11.079393859879284,48128,11.604550292708884,56625,11.745942408376942
2022-05-08T00:00:00,54856,47.31977243995075,8066,29.40769616445222,59308,28.100120772946923,6091,28.05016120365396,6820,27.934279050042377,6126,12.623112299465218,58935,13.044903495044366,48128,13.265112452002207,56625,13.930724714627013,4218,14.330000000000002
2022-05-15T00:00:00,54856,70.79999999999981,8066,31.427872983870877,59308,30.420652173913048,6820,29.745412526997818,10527,29.499409871244623,6126,11.003424507658643,58935,13.418644968449042,56625,14.686050283860448,56766,15.261045576407506,48128,15.538853503184693
2022-05-22T00:00:00,60446,29.7293172690763,18029,28.95860452289024,10762,27.646196403872665,8066,27.533160621761702,59492,27.28184141736859,58935,12.718912071535003,56625,13.64855801104971,48128,13.763792625450554,57145,14.016613972463043,52915,14.14541504178273
2022-05-29T00:00:00,61144,28.791235521235476,10762,28.639344827586162,18029,28.072384105960186,30134,26.832819324950334,6091,25.78628378378371,6062,9.80509596293847,9519,10.88762019230769,51487,11.44701141705843,5346,11.841485013623975,48128,11.896906523201089
