ts,cell_0, avg_temp0, med_temp0,cell_1, avg_temp1, med_temp1,cell_2, avg_temp2, med_temp2,cell_3, avg_temp3, med_temp3,cell_4, avg_temp4, med_temp4,cell_5, avg_temp5, med_temp5,cell_6, avg_temp6, med_temp6,cell_7, avg_temp7, med_temp7,cell_8, avg_temp8, med_temp8,cell_9, avg_temp9, med_temp9,cell_10, avg_temp10, med_temp10,cell_11, avg_temp11, med_temp11,cell_12, avg_temp12, med_temp12,cell_13, avg_temp13, med_temp13,cell_14, avg_temp14, med_temp14,cell_15, avg_temp15, med_temp15
2022-05-12T00:00:00,0,16.822627737226277,15.9,1,16.862103610675014,16.1,2,15.078459821428547,15.2,3,0.0,0.0,4,21.633833667614972,21.8,5,23.339626426568806,23.1,6,23.06125352084998,21.8,7,0.0,0.0,8,21.02014981273408,20.7,9,23.712755591054336,24.1,10,23.387160655737695,22.8,11,22.467145993413833,22.369999999999997,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,19.90232310838447,19.8
2022-05-13T00:00:00,0,17.440186915887846,16.7,1,15.496847414880218,14.850000000000001,2,15.16077306733172,14.6,3,0.0,0.0,4,20.290541348389258,20.3,5,20.826512718600895,21.2,6,20.789097830945483,19.5,7,0.0,0.0,8,22.02478753541075,20.3,9,22.483217070168266,23.7,10,22.09064537591484,21.7,11,23.905711086226248,23.9,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,21.25814950980389,21.14
2022-05-14T00:00:00,0,18.12665474060825,17.4,1,16.917104440275114,16.5,2,14.158545551411827,13.9,3,0.0,0.0,4,21.793196889261417,21.825,5,21.491375393567367,21.6,6,18.91829559985317,17.6,7,0.0,0.0,8,23.084601449275404,23.1,9,22.45425633492464,23.4,10,20.885291421087093,20.3,11,22.82007786429367,22.7,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,20.404224555735013,19.15
2022-05-15T00:00:00,0,18.34672727272728,17.55,1,17.85905683947533,17.3,2,14.72720461868956,13.7,3,0.0,0.0,4,24.032861910133576,24.4,5,23.0390742773508,22.6,6,19.227796710822922,17.7,7,0.0,0.0,8,22.781888246628164,21.6,9,23.21399701715141,24.4,10,21.380329597890572,20.9,11,21.13343131712837,20.8,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,20.637967479674796,21.0
2022-05-16T00:00:00,0,20.893260473588303,20.4,1,18.983123028391155,18.4,2,14.174545209176722,13.6,3,0.0,0.0,4,22.99999282365337,22.8,5,23.1781305251151,23.07,6,19.745678130924066,19.22,7,0.0,0.0,8,24.03430782459155,23.6,9,22.39344632768362,22.9,10,22.626622340425545,22.3,11,21.853820375335157,21.62,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,20.630360846121945,20.9
2022-05-17T00:00:00,0,22.36854545454544,21.7,1,18.3061384278108,17.7,2,12.039620325435317,11.5,3,0.0,0.0,4,23.822115895295855,23.8,5,23.139067908356814,22.9,6,17.206237276118003,17.07,7,0.0,0.0,8,24.314298808432625,23.2,9,22.87159039759949,23.5,10,20.429745649263747,20.0,11,22.044576802507862,20.4,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,21.660097895252058,21.4
2022-05-18T00:00:00,0,22.385533453887877,21.6,1,21.44249037227215,21.6,2,13.604027958387489,12.8,3,0.0,0.0,4,27.06842770077661,27.1,5,24.172994049614562,24.0,6,16.164982450562164,15.11,7,0.0,0.0,8,27.316666666666666,27.2,9,22.58897849462368,23.6,10,18.33292624900873,17.8,11,16.054661016949176,15.92,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,16.061003271537626,15.6
2022-05-19T00:00:00,0,20.603370786516848,20.1,1,24.207728706624795,22.2,2,21.853224119902407,22.2,3,0.0,0.0,4,25.0566574653719,24.5,5,26.03863482512192,26.1,6,19.965743388297625,20.4,7,0.0,0.0,8,24.30064000000001,23.6,9,23.215469696969695,25.0,10,18.25033630748112,18.3,11,18.060853158326527,17.9,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,15.899329920893443,16.3
2022-05-20T00:00:00,0,16.81862197392923,14.8,1,19.297503160556275,18.6,2,20.53484322881922,20.2,3,0.0,0.0,4,22.27580151143592,22.1,5,26.784523668888717,26.0,6,23.161135713662105,23.0,7,0.0,0.0,8,27.38301620859763,27.0,9,25.16261268143615,25.16,10,21.52296146044621,21.4,11,21.24560915780865,21.2,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,18.414879467996723,18.08
2022-05-21T00:00:00,0,16.64664246823957,16.5,1,16.2041601008509,15.6,2,13.233388814913456,13.2,3,0.0,0.0,4,20.311743979233718,20.1,5,21.93423782389894,21.9,6,18.721904515108964,18.4,7,0.0,0.0,8,24.131315577078315,22.6,9,23.62257153758106,24.1,10,22.468749163879597,21.8,11,24.745856279382153,25.0,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,21.246876026272577,21.5
2022-05-22T00:00:00,0,18.865834932821517,18.0,1,17.632587859424916,16.8,2,12.103092850210299,11.7,3,0.0,0.0,4,22.427153636452008,22.51,5,22.12159083177424,21.9,6,15.7955265368506,14.9,7,0.0,0.0,8,23.987096774193574,23.5,9,23.49754824063564,25.1,10,20.355034482758608,20.6,11,21.691009615384605,21.2,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,21.788756218905448,21.7
2022-05-23T00:00:00,0,19.811049723756906,17.7,1,20.11388272583202,20.0,2,15.447086666666658,14.5,3,0.0,0.0,4,22.48171715204039,22.4,5,22.46050242434383,22.5,6,17.827852951020326,17.1,7,0.0,0.0,8,21.691754756871084,21.3,9,22.89174819871077,24.0,10,20.486389261744975,20.8,11,19.257876514714322,18.7,12,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15,20.58702571567205,19.9
2022-05-24T00:00:00,0,16.659528130671493,16.7,1,17.820647391577538,17.3,2,16.892561608300962,16.1,3,0.0,0.0,4,19.363314696874024,19.2,5,21.22846668606346,21.4,6,18.814010834763547,18.5,7,0.0,0.0,8,18.625502815768307,18.4,9,21.275684051398414,21.0,10,21.065916349809935,19.8,11,19.393902714932125,18.9,12,26.517815126050525,26.3,13,0.0,0.0,14,0.0,0.0,15,20.75944145635083,20.4
2022-05-25T00:00:00,0,16.642524271844675,17.0,1,17.34053273427469,15.9,2,16.546354748603388,16.2,3,0.0,0.0,4,19.976364000000046,20.21,5,20.82658557296308,20.8,6,16.68857351144452,16.3,7,0.0,0.0,8,19.579782164737885,18.8,9,20.67057930483427,20.7,10,22.152057057057032,20.4,11,21.07806261075014,20.9,12,25.133684210526344,25.5,13,0.0,0.0,14,0.0,0.0,15,22.109155405405406,21.9
2022-05-26T00:00:00,0,18.089373814041757,17.2,1,17.267701664532677,16.3,2,15.511998595012287,15.6,3,0.0,0.0,4,21.39315604395612,21.3,5,21.319765244290217,21.5,6,19.05116612689966,19.0,7,0.0,0.0,8,19.46402226861517,20.0,9,21.597027687296414,22.4,10,21.475085227272714,21.8,11,23.013483796296327,22.9,12,24.53444660194172,24.4,13,0.0,0.0,14,0.0,0.0,15,23.87570859167403,23.994999999999997
2022-05-27T00:00:00,0,15.908398437499999,15.75,1,14.54777813817703,13.8,2,13.978173318950018,13.9,3,0.0,0.0,4,19.584455545463605,19.4,5,20.04738575616488,19.9,6,16.127867653564984,15.86,7,0.0,0.0,8,20.418448795180737,18.8,9,23.43018732562772,24.5,10,22.288530405405403,22.5,11,22.926899408284058,22.8,12,24.490796812749068,24.38,13,0.0,0.0,14,0.0,0.0,15,24.48713054717792,24.2
2022-05-28T00:00:00,0,14.107578558225534,13.6,1,13.734488188976353,12.6,2,12.318653779772218,11.88,3,0.0,0.0,4,18.07412255479613,17.9,5,17.87241627490958,17.9,6,13.918328714438346,12.8,7,0.0,0.0,8,19.177098540146005,16.7,9,19.546568172224493,20.3,10,17.52436796823295,18.1,11,21.32473534433696,20.2,12,24.535813953488383,24.6,13,0.0,0.0,14,0.0,0.0,15,22.852693710118515,22.73
2022-05-29T00:00:00,0,12.879288702928875,12.5,1,15.17249999999993,13.3,2,14.16539634146344,13.76,3,0.0,0.0,4,15.868982300884907,15.605,5,16.560468834201565,16.8,6,15.877237067064028,15.16,7,0.0,0.0,8,17.25555555555556,14.2,9,15.153531914893657,14.1,10,14.468613787991094,14.8,11,19.38923739237394,19.1,12,24.941360544217765,25.0,13,0.0,0.0,14,0.0,0.0,15,23.178897543439156,23.0
2022-05-30T00:00:00,0,13.704166666666664,13.55,1,14.542169841782371,13.7,2,14.219911050290795,14.1,3,0.0,0.0,4,17.161644992236052,16.9,5,17.76024072171852,17.7,6,15.387309263762212,13.885000000000002,7,0.0,0.0,8,18.08077519379846,17.75,9,16.776807375060642,16.1,10,15.59328265376638,15.9,11,21.565554858934178,20.9,12,25.488377125193203,24.8,13,0.0,0.0,14,0.0,0.0,15,23.35520043931907,23.5
2022-05-31T00:00:00,0,16.576722532588477,15.7,1,16.363560678834475,16.4,2,15.620815006468266,14.9,3,0.0,0.0,4,18.579349585708066,18.3,5,20.180748090925146,20.205,6,18.790377388272884,18.6,7,0.0,0.0,8,18.353613979348687,17.5,9,18.996682738669296,20.1,10,18.468279643591483,18.9,11,23.387373737373736,22.7,12,28.230076628352446,24.8,13,0.0,0.0,14,0.0,0.0,15,22.977748868778285,22.5
