ts, sensor_id, count, avg_temperature
2022-05-01T06:00:00,8362,24,12.508333333333335
2022-05-01T06:00:00,9985,24,14.108333333333334
2022-05-01T06:00:00,8227,24,9.854166666666668
2022-05-01T06:00:00,6454,25,14.312000000000003
2022-05-01T06:00:00,7389,24,19.629166666666666
2022-05-01T06:00:00,9313,20,17.580000000000005
2022-05-01T07:00:00,7389,25,20.776
2022-05-01T07:00:00,8227,25,10.452000000000004
2022-05-01T07:00:00,6454,24,16.745833333333334
2022-05-01T07:00:00,5571,24,16.44166666666667
2022-05-01T07:00:00,8362,25,13.335999999999999
2022-05-01T07:00:00,7830,24,12.510833333333332
2022-05-01T07:00:00,9313,24,17.95
2022-05-01T07:00:00,7882,25,17.412
2022-05-01T07:00:00,9985,24,15.570833333333335
2022-05-01T07:00:00,9119,25,20.84
2022-05-01T08:00:00,7882,24,19.32083333333333
2022-05-01T08:00:00,7830,25,18.070000000000004
2022-05-01T08:00:00,9985,24,17.379166666666666
2022-05-01T08:00:00,5571,23,18.3
2022-05-01T08:00:00,9119,23,27.756521739130438
2022-05-01T08:00:00,8227,24,11.574999999999998
2022-05-01T08:00:00,7389,24,23.391666666666666
2022-05-01T08:00:00,6454,24,21.88333333333334
2022-05-01T08:00:00,8362,22,14.068181818181818
2022-05-01T08:00:00,9313,20,18.655
2022-05-01T09:00:00,7830,24,21.287499999999998
2022-05-01T09:00:00,7882,23,22.239130434782606
2022-05-01T09:00:00,7389,21,26.723809523809525
2022-05-01T09:00:00,6454,23,23.608695652173914
2022-05-01T09:00:00,8362,20,14.995
2022-05-01T09:00:00,8227,22,12.727272727272725
2022-05-01T09:00:00,5571,19,15.915789473684212
2022-05-01T09:00:00,9313,23,19.208695652173905
2022-05-01T09:00:00,9119,24,28.566666666666663
2022-05-01T09:00:00,9985,24,19.2625
2022-05-01T10:00:00,8362,18,14.927777777777777
2022-05-01T10:00:00,7830,16,20.706874999999997
2022-05-01T10:00:00,6454,22,21.990909090909085
2022-05-01T10:00:00,7882,22,20.06818181818182
2022-05-01T10:00:00,8227,18,13.6
2022-05-01T10:00:00,7389,19,28.084210526315797
2022-05-01T10:00:00,9313,22,19.490909090909096
2022-05-01T10:00:00,9119,18,30.738888888888887
2022-05-01T10:00:00,9985,23,20.30434782608696
2022-05-01T10:00:00,5571,23,17.195652173913043
2022-05-01T11:00:00,7882,21,17.942857142857147
2022-05-01T11:00:00,8227,20,14.205000000000002
2022-05-01T11:00:00,9119,16,34.4125
2022-05-01T11:00:00,5571,21,17.490476190476187
2022-05-01T11:00:00,7389,19,27.647368421052636
2022-05-01T11:00:00,9985,22,21.045454545454547
2022-05-01T11:00:00,9313,22,19.840909090909093
2022-05-01T11:00:00,8362,21,15.94761904761905
2022-05-01T11:00:00,6454,22,20.877272727272725
2022-05-01T11:00:00,7830,19,20.646315789473682
2022-05-01T12:00:00,8227,21,14.280952380952376
2022-05-01T12:00:00,9985,23,22.043478260869566
2022-05-01T12:00:00,7389,21,24.990476190476187
2022-05-01T12:00:00,9119,22,29.513636363636365
2022-05-01T12:00:00,7882,24,18.99166666666667
2022-05-01T12:00:00,9313,23,20.165217391304346
2022-05-01T12:00:00,5571,23,17.169565217391305
2022-05-01T12:00:00,8362,21,16.461904761904762
2022-05-01T12:00:00,7830,18,21.327222222222225
2022-05-01T12:00:00,6454,23,19.747826086956522
2022-05-01T13:00:00,8227,22,15.549999999999999
2022-05-01T13:00:00,9119,20,27.914999999999992
2022-05-01T13:00:00,5571,24,17.36666666666667
2022-05-01T13:00:00,9985,24,21.725000000000005
2022-05-01T13:00:00,9313,24,20.4
2022-05-01T13:00:00,7882,24,19.054166666666667
2022-05-01T13:00:00,8362,21,16.680952380952384
2022-05-01T13:00:00,7389,20,17.1
2022-05-01T13:00:00,7830,19,20.32578947368421
2022-05-01T13:00:00,6454,24,21.016666666666666
2022-05-01T14:00:00,5571,24,16.7375
2022-05-01T14:00:00,9985,24,22.125
2022-05-01T14:00:00,8362,22,16.80454545454546
2022-05-01T14:00:00,7389,24,16.441666666666666
2022-05-01T14:00:00,9313,23,20.808695652173913
2022-05-01T14:00:00,9119,23,26.347826086956516
2022-05-01T14:00:00,7882,24,17.574999999999996
2022-05-01T14:00:00,8227,23,16.75652173913043
2022-05-01T14:00:00,7830,22,19.821363636363635
2022-05-01T14:00:00,6454,23,26.01739130434783
2022-05-01T15:00:00,8362,22,16.009090909090904
2022-05-01T15:00:00,8227,20,16.059999999999995
2022-05-01T15:00:00,7389,17,16.58823529411765
2022-05-01T15:00:00,7830,21,18.539047619047626
2022-05-01T15:00:00,9313,23,20.969565217391313
2022-05-01T15:00:00,6454,23,31.13478260869565
2022-05-01T15:00:00,9985,23,21.534782608695654
2022-05-01T15:00:00,7882,23,17.078260869565216
2022-05-01T15:00:00,9119,21,25.09047619047619
2022-05-01T15:00:00,5571,21,16.400000000000002
2022-05-01T16:00:00,6454,23,26.786956521739125
2022-05-01T16:00:00,5571,23,15.50434782608696
2022-05-01T16:00:00,8227,21,16.061904761904763
2022-05-01T16:00:00,7830,22,17.013636363636362
2022-05-01T16:00:00,7389,21,15.185714285714285
2022-05-01T16:00:00,7882,24,15.700000000000001
2022-05-01T16:00:00,9119,20,23.454999999999995
2022-05-01T16:00:00,9313,24,21.074999999999996
2022-05-01T16:00:00,8362,19,15.726315789473688
2022-05-01T16:00:00,9985,23,20.97826086956522
2022-05-01T17:00:00,6454,23,18.456521739130437
2022-05-01T17:00:00,7830,20,16.296499999999998
2022-05-01T17:00:00,8362,22,14.849999999999996
2022-05-01T17:00:00,7389,20,14.290000000000001
2022-05-01T17:00:00,9985,23,20.330434782608695
2022-05-01T17:00:00,8227,20,15.13
2022-05-01T17:00:00,7882,24,15.204166666666667
2022-05-01T17:00:00,5571,23,15.082608695652173
2022-05-01T17:00:00,9313,23,21.065217391304355
2022-05-01T17:00:00,9119,15,20.873333333333335
2022-05-01T18:00:00,8362,19,13.336842105263157
2022-05-01T18:00:00,7882,21,14.128571428571428
2022-05-01T18:00:00,6454,22,16.150000000000002
2022-05-01T18:00:00,7389,17,13.047058823529415
2022-05-01T18:00:00,7830,16,15.349999999999998
2022-05-01T18:00:00,8227,15,13.813333333333334
2022-05-01T18:00:00,9985,22,19.459090909090914
2022-05-01T18:00:00,5571,22,14.140909090909089
2022-05-01T18:00:00,9119,18,19.56666666666667
2022-05-01T18:00:00,9313,23,20.739130434782602
2022-05-01T19:00:00,7389,16,12.36875
2022-05-01T20:00:00,7389,19,12.052631578947365
2022-05-01T21:00:00,7389,24,12.1
2022-05-01T19:00:00,8227,16,12.743749999999999
2022-05-01T19:00:00,9313,22,20.313636363636363
2022-05-01T20:00:00,8227,16,12.36875
2022-05-01T21:00:00,8227,25,11.656
2022-05-01T19:00:00,7882,22,12.9
2022-05-01T19:00:00,5571,21,13.499999999999996
2022-05-01T19:00:00,9985,22,18.563636363636366
2022-05-01T19:00:00,9119,15,18.173333333333336
2022-05-01T20:00:00,9985,22,17.763636363636362
2022-05-01T20:00:00,7882,24,12.362499999999999
2022-05-01T20:00:00,9119,15,17.206666666666663
2022-05-01T20:00:00,5571,24,12.954166666666666
2022-05-01T20:00:00,9313,22,19.80454545454546
2022-05-01T21:00:00,9119,24,17.033333333333328
2022-05-01T21:00:00,9985,25,16.839999999999996
2022-05-01T21:00:00,5571,24,12.395833333333336
2022-05-01T19:00:00,7830,10,14.287
2022-05-01T21:00:00,7882,24,11.85
2022-05-01T21:00:00,9313,24,19.249999999999996
2022-05-01T19:00:00,6454,22,15.481818181818182
2022-05-01T19:00:00,8362,14,11.935714285714285
2022-05-01T20:00:00,8362,16,11.062500000000002
2022-05-01T20:00:00,6454,23,14.48695652173913
2022-05-01T20:00:00,7830,19,12.935789473684212
2022-05-01T21:00:00,8362,24,10.54583333333333
2022-05-01T21:00:00,7830,25,11.598399999999996
2022-05-01T22:00:00,8362,25,10.076
2022-05-01T22:00:00,7830,24,10.595416666666667
2022-05-01T23:00:00,8362,24,9.558333333333334
2022-05-01T23:00:00,7830,25,9.4588
2022-05-02T00:00:00,7830,24,8.577916666666665
2022-05-02T00:00:00,8362,25,9.004
2022-05-02T01:00:00,8362,24,8.641666666666667
2022-05-02T01:00:00,7830,25,7.7524
2022-05-02T02:00:00,8362,25,8.655999999999999
2022-05-01T22:00:00,9313,22,18.763636363636365
2022-05-01T22:00:00,8227,24,10.604166666666666
2022-05-02T02:00:00,7830,25,6.882800000000002
2022-05-01T23:00:00,8227,24,9.566666666666668
2022-05-02T00:00:00,8227,25,8.811999999999998
2022-05-01T22:00:00,7389,24,11.920833333333336
2022-05-02T01:00:00,8227,24,8.112499999999999
2022-05-02T02:00:00,8227,24,7.741666666666667
2022-05-01T23:00:00,7389,25,11.712000000000003
2022-05-02T00:00:00,7389,25,11.152000000000001
2022-05-02T01:00:00,7389,24,10.975
2022-05-02T02:00:00,7389,24,11.045833333333333
2022-05-01T22:00:00,9985,24,16.079166666666662
2022-05-01T22:00:00,9119,24,16.495833333333334
2022-05-01T22:00:00,7882,24,11.462499999999999
2022-05-01T22:00:00,5571,24,11.920833333333334
2022-05-01T23:00:00,9119,25,15.584000000000001
2022-05-01T23:00:00,7882,24,11.183333333333332
2022-05-01T23:00:00,9313,24,18.258333333333336
2022-05-01T23:00:00,5571,24,11.175000000000002
2022-05-01T23:00:00,9985,24,15.641666666666667
2022-05-02T00:00:00,5571,24,10.458333333333336
2022-05-02T00:00:00,9313,19,17.710526315789473
2022-05-02T00:00:00,9119,25,15.719999999999997
2022-05-02T00:00:00,7882,25,11.480000000000002
2022-05-02T00:00:00,9985,24,15.074999999999998
2022-05-02T01:00:00,5571,25,9.896
2022-05-02T01:00:00,9985,25,14.628000000000004
2022-05-02T01:00:00,7882,24,11.054166666666667
2022-05-02T01:00:00,9313,24,17.170833333333338
2022-05-02T01:00:00,9119,24,15.870833333333332
2022-05-02T02:00:00,9119,24,15.100000000000003
2022-05-02T02:00:00,7882,24,9.987500000000002
2022-05-02T02:00:00,9313,20,16.845000000000002
2022-05-02T02:00:00,9985,24,14.762500000000001
2022-05-02T02:00:00,5571,24,9.433333333333335
2022-05-02T03:00:00,8362,25,8.82
2022-05-02T03:00:00,8227,25,7.496
2022-05-02T03:00:00,7389,25,10.9
2022-05-02T03:00:00,9985,24,14.762500000000003
2022-05-02T04:00:00,7389,25,10.404000000000002
2022-05-02T04:00:00,8227,25,7.632000000000001
2022-05-02T03:00:00,7830,24,6.217083333333334
2022-05-02T04:00:00,6454,24,11.758333333333335
2022-05-02T04:00:00,7830,25,5.884800000000001
2022-05-02T04:00:00,8362,24,9.091666666666669
2022-05-02T03:00:00,9313,24,16.34583333333333
2022-05-02T03:00:00,9119,25,15.208000000000002
2022-05-02T03:00:00,5571,24,9.53333333333333
2022-05-02T03:00:00,7882,25,9.34
2022-05-02T04:00:00,5571,24,9.3
2022-05-02T04:00:00,9985,25,14.592000000000006
2022-05-02T04:00:00,7882,24,10.079166666666667
2022-05-02T04:00:00,9119,25,15.432000000000006
2022-05-02T04:00:00,9313,22,15.927272727272726
2022-05-02T05:00:00,8227,13,8.23076923076923
2022-05-02T05:00:00,8362,15,10.34
2022-05-02T05:00:00,7389,11,12.363636363636363
2022-05-02T05:00:00,9985,21,14.58095238095238
2022-05-02T05:00:00,9119,11,16.263636363636365
2022-05-02T05:00:00,9313,19,16.857894736842102
2022-05-02T05:00:00,7830,15,6.8580000000000005
2022-05-02T05:00:00,6454,21,13.257142857142856
2022-05-02T05:00:00,7882,22,10.663636363636362
2022-05-02T05:00:00,5571,22,10.622727272727273
2022-05-02T06:00:00,7389,20,15.055000000000001
2022-05-02T06:00:00,6454,22,16.290909090909093
2022-05-02T06:00:00,7830,19,13.513157894736842
2022-05-02T06:00:00,9985,23,15.226086956521739
2022-05-02T06:00:00,8227,17,9.505882352941176
2022-05-02T06:00:00,5571,23,12.847826086956522
2022-05-02T06:00:00,7882,23,12.482608695652173
2022-05-02T07:00:00,8227,18,12.172222222222222
2022-05-02T08:00:00,8227,13,13.376923076923077
2022-05-02T06:00:00,8362,21,12.471428571428573
2022-05-02T07:00:00,7389,17,22.617647058823525
2022-05-02T08:00:00,7389,16,26.33125
2022-05-02T06:00:00,9313,23,17.06521739130435
2022-05-02T07:00:00,6454,23,18.299999999999997
2022-05-02T07:00:00,7830,23,19.696521739130436
2022-05-02T06:00:00,9119,18,18.783333333333335
2022-05-02T07:00:00,8362,16,14.687499999999998
2022-05-02T08:00:00,6454,20,19.345000000000002
2022-05-02T08:00:00,7830,13,21.627692307692307
2022-05-02T08:00:00,8362,6,16.216666666666665
2022-05-02T07:00:00,7882,23,15.630434782608695
2022-05-02T07:00:00,9119,18,28.711111111111116
2022-05-02T07:00:00,5571,22,15.986363636363633
2022-05-02T07:00:00,9985,23,16.53478260869565
2022-05-02T07:00:00,9313,20,17.594999999999995
2022-05-02T08:00:00,9119,15,37.833333333333336
2022-05-02T08:00:00,7882,19,15.29473684210526
2022-05-02T08:00:00,9313,19,18.126315789473683
2022-05-02T08:00:00,5571,18,17.455555555555556
2022-05-02T08:00:00,9985,18,18.066666666666666
2022-05-02T09:00:00,7389,11,27.327272727272728
2022-05-02T09:00:00,7830,10,24.860000000000003
2022-05-02T09:00:00,9985,17,19.935294117647057
2022-05-02T10:00:00,7389,18,28.96111111111111
2022-05-02T09:00:00,8227,10,15.179999999999998
2022-05-02T09:00:00,8362,8,17.15
2022-05-02T09:00:00,9119,12,44.55833333333334
2022-05-02T09:00:00,9313,17,19.294117647058826
2022-05-02T09:00:00,6454,17,20.635294117647057
2022-05-02T10:00:00,6454,21,24.11428571428571
2022-05-02T10:00:00,8227,15,16.286666666666665
2022-05-02T09:00:00,5571,15,18.793333333333333
2022-05-02T09:00:00,7882,18,17.138888888888893
2022-05-02T10:00:00,5571,23,18.795652173913044
2022-05-02T10:00:00,9313,23,20.313043478260873
2022-05-02T10:00:00,8362,12,18.341666666666665
2022-05-02T10:00:00,7882,23,16.130434782608692
2022-05-02T10:00:00,7830,16,25.351874999999996
2022-05-02T10:00:00,9985,23,21.95217391304348
2022-05-02T10:00:00,9119,17,45.30588235294118
2022-05-02T11:00:00,5571,20,19.095000000000002
2022-05-02T11:00:00,8227,15,16.87333333333333
2022-05-02T11:00:00,7389,18,28.783333333333335
2022-05-02T11:00:00,8362,15,19.55333333333333
2022-05-02T12:00:00,8227,21,17.461904761904766
2022-05-02T11:00:00,6454,22,31.718181818181815
2022-05-02T11:00:00,7830,17,25.561176470588236
2022-05-02T12:00:00,7389,21,24.53809523809524
2022-05-02T11:00:00,9119,16,38.543749999999996
2022-05-02T11:00:00,7882,20,15.145000000000001
2022-05-02T12:00:00,6454,23,36.65217391304348
2022-05-02T12:00:00,7830,22,25.884090909090915
2022-05-02T12:00:00,8362,23,20.656521739130433
2022-05-02T11:00:00,9313,22,20.80909090909091
2022-05-02T11:00:00,9985,22,23.86363636363636
2022-05-02T12:00:00,9119,19,31.599999999999998
2022-05-02T12:00:00,9985,23,26.365217391304352
2022-05-02T12:00:00,9313,23,21.295652173913037
2022-05-02T12:00:00,5571,23,19.073913043478264
2022-05-02T12:00:00,7882,24,14.649999999999999
2022-05-02T13:00:00,9119,17,28.46470588235294
2022-05-02T13:00:00,7882,23,14.413043478260873
2022-05-02T13:00:00,9985,22,27.69090909090909
2022-05-02T13:00:00,5571,22,19.768181818181816
2022-05-02T13:00:00,9313,23,21.54347826086957
2022-05-02T13:00:00,7389,18,25.316666666666663
2022-05-02T13:00:00,6454,23,39.59130434782609
2022-05-02T13:00:00,8227,15,18.253333333333334
2022-05-02T13:00:00,8362,15,20.693333333333335
2022-05-02T13:00:00,7830,14,26.357857142857142
2022-05-02T14:00:00,7389,19,27.95263157894737
2022-05-02T15:00:00,7389,12,25.38333333333333
2022-05-02T14:00:00,8227,23,18.56086956521739
2022-05-02T14:00:00,7830,19,24.522105263157897
2022-05-02T14:00:00,5571,16,20.287499999999998
2022-05-02T14:00:00,9313,22,22.386363636363637
2022-05-02T15:00:00,8227,13,18.52307692307692
2022-05-02T14:00:00,6454,23,43.93043478260869
2022-05-02T14:00:00,8362,19,18.615789473684206
2022-05-02T14:00:00,9119,22,27.313636363636363
2022-05-02T15:00:00,7830,16,22.54125
2022-05-02T14:00:00,7882,24,13.6625
2022-05-02T15:00:00,8362,17,14.170588235294117
2022-05-02T15:00:00,6454,22,37.263636363636365
2022-05-02T14:00:00,9985,24,27.862499999999997
2022-05-02T15:00:00,7882,19,13.378947368421054
2022-05-02T15:00:00,9313,20,22.855000000000004
2022-05-02T15:00:00,5571,12,19.249999999999996
2022-05-02T15:00:00,9119,20,27.535000000000004
2022-05-02T15:00:00,9985,21,27.838095238095235
2022-05-02T16:00:00,7882,24,12.187500000000002
2022-05-02T16:00:00,9119,24,26.554166666666664
2022-05-02T16:00:00,7389,23,21.795652173913048
2022-05-02T16:00:00,6454,23,37.11739130434783
2022-05-02T16:00:00,8362,24,13.829166666666667
2022-05-02T16:00:00,8227,23,18.378260869565217
2022-05-02T16:00:00,9313,23,23.03478260869566
2022-05-02T16:00:00,5571,11,19.53636363636364
2022-05-02T16:00:00,9985,24,27.22916666666667
2022-05-02T16:00:00,7830,21,19.74476190476191
2022-05-02T17:00:00,8227,23,17.89130434782609
2022-05-02T17:00:00,7389,23,19.4
2022-05-02T17:00:00,6454,24,27.066666666666666
2022-05-02T17:00:00,7830,24,17.82625
2022-05-02T17:00:00,8362,23,13.860869565217389
2022-05-02T17:00:00,9985,24,25.82083333333333
2022-05-02T17:00:00,7882,24,10.829166666666666
2022-05-02T17:00:00,9313,24,22.920833333333334
2022-05-02T17:00:00,5571,13,19.06153846153846
2022-05-02T17:00:00,9119,23,25.682608695652167
2022-05-02T18:00:00,8362,21,12.971428571428568
2022-05-02T18:00:00,7389,23,17.178260869565214
2022-05-02T18:00:00,7830,22,15.79590909090909
2022-05-02T18:00:00,6454,23,19.226086956521737
2022-05-02T18:00:00,8227,22,16.227272727272723
2022-05-02T18:00:00,9313,22,22.62272727272727
2022-05-02T18:00:00,9985,22,23.427272727272726
2022-05-02T18:00:00,7882,23,10.160869565217393
2022-05-02T18:00:00,5571,8,17.174999999999997
2022-05-02T18:00:00,9119,22,23.313636363636366
2022-05-02T19:00:00,6454,24,16.375000000000004
2022-05-02T19:00:00,7830,23,13.738260869565215
2022-05-02T19:00:00,8362,24,11.566666666666665
2022-05-02T20:00:00,6454,23,15.034782608695656
2022-05-02T20:00:00,8362,23,10.452173913043477
2022-05-02T20:00:00,7830,24,12.227916666666665
2022-05-02T19:00:00,7389,22,14.768181818181818
2022-05-02T19:00:00,8227,21,14.77142857142857
2022-05-02T19:00:00,9119,21,21.438095238095237
2022-05-02T19:00:00,5571,22,16.186363636363637
2022-05-02T19:00:00,9313,22,22.27272727272727
2022-05-02T20:00:00,7389,24,13.304166666666669
2022-05-02T20:00:00,8227,24,13.8375
2022-05-02T19:00:00,7882,22,9.622727272727275
2022-05-02T19:00:00,9985,24,21.42916666666667
2022-05-02T20:00:00,5571,23,15.299999999999999
2022-05-02T20:00:00,9313,24,21.816666666666666
2022-05-02T20:00:00,7882,24,9.258333333333335
2022-05-02T20:00:00,9119,24,19.849999999999998
2022-05-02T20:00:00,9985,24,19.991666666666667
2022-05-02T21:00:00,7389,20,12.979999999999999
2022-05-02T21:00:00,9313,21,21.290476190476188
2022-05-02T21:00:00,9985,23,19.06086956521739
2022-05-02T21:00:00,5571,23,14.308695652173913
2022-05-02T21:00:00,8227,21,12.585714285714285
2022-05-02T22:00:00,8227,24,11.487499999999999
2022-05-02T21:00:00,7882,24,9.608333333333334
2022-05-02T21:00:00,9119,21,18.5
2022-05-02T22:00:00,9119,25,17.064000000000007
2022-05-02T22:00:00,9313,24,21.016666666666673
2022-05-02T22:00:00,9985,25,18.200000000000003
2022-05-02T22:00:00,7882,24,9.425
2022-05-02T22:00:00,5571,24,13.274999999999999
2022-05-02T21:00:00,8362,20,9.495
2022-05-02T22:00:00,7389,25,11.952000000000005
2022-05-02T21:00:00,7830,19,10.973684210526317
2022-05-02T22:00:00,8362,25,9.128
2022-05-02T22:00:00,7830,25,10.135599999999998
2022-05-02T23:00:00,7830,19,9.374210526315792
2022-05-02T23:00:00,9985,22,17.213636363636365
2022-05-02T23:00:00,5571,24,12.508333333333333
2022-05-02T23:00:00,8227,17,10.68235294117647
2022-05-02T23:00:00,7389,15,11.860000000000001
2022-05-03T00:00:00,7389,19,10.31578947368421
2022-05-03T00:00:00,8227,16,9.968749999999998
2022-05-02T23:00:00,9119,21,16.557142857142857
2022-05-02T23:00:00,7882,24,9.054166666666665
2022-05-02T23:00:00,9313,20,20.574999999999996
2022-05-03T00:00:00,5571,22,11.945454545454544
2022-05-03T00:00:00,7882,23,9.243478260869564
2022-05-03T00:00:00,9985,24,16.400000000000002
2022-05-03T00:00:00,9313,23,20.12173913043478
2022-05-03T00:00:00,9119,21,16.02380952380952
2022-05-02T23:00:00,8362,20,8.455000000000002
2022-05-03T00:00:00,7830,21,8.524285714285716
2022-05-03T00:00:00,8362,20,8.114999999999998
2022-05-03T01:00:00,7830,12,7.844166666666666
2022-05-03T01:00:00,7389,13,9.046153846153844
2022-05-03T01:00:00,8362,17,8.205882352941178
2022-05-03T01:00:00,8227,17,9.36470588235294
2022-05-03T02:00:00,8227,14,8.607142857142858
2022-05-03T02:00:00,7830,18,7.051666666666666
2022-05-03T02:00:00,8362,14,7.257142857142857
2022-05-03T01:00:00,7882,22,8.46818181818182
2022-05-03T02:00:00,7389,13,8.207692307692309
2022-05-03T01:00:00,9985,21,15.733333333333338
2022-05-03T01:00:00,9313,19,19.436842105263157
2022-05-03T01:00:00,5571,20,11.120000000000001
2022-05-03T01:00:00,9119,12,16.358333333333334
2022-05-03T02:00:00,5571,22,10.327272727272726
2022-05-03T02:00:00,9313,23,19.0
2022-05-03T02:00:00,9985,22,15.204545454545455
2022-05-03T02:00:00,9119,16,16.45
2022-05-03T02:00:00,7882,23,8.77391304347826
2022-05-03T03:00:00,8362,21,6.457142857142858
2022-05-03T03:00:00,7389,22,7.581818181818181
2022-05-03T03:00:00,8227,22,8.127272727272727
2022-05-03T03:00:00,7830,23,6.474347826086956
2022-05-03T04:00:00,8227,25,7.992000000000001
2022-05-03T04:00:00,7830,24,6.386666666666667
2022-05-03T04:00:00,8362,24,6.675
2022-05-03T04:00:00,6454,24,11.383333333333335
2022-05-03T04:00:00,7389,25,8.255999999999998
2022-05-03T03:00:00,9985,24,14.495833333333332
2022-05-03T03:00:00,5571,24,9.77083333333333
2022-05-03T03:00:00,9313,20,18.445
2022-05-03T03:00:00,9119,21,15.166666666666666
2022-05-03T03:00:00,7882,24,8.75
2022-05-03T04:00:00,9313,24,18.108333333333334
2022-05-03T04:00:00,9985,24,13.954166666666666
2022-05-03T04:00:00,7882,24,8.516666666666667
2022-05-03T04:00:00,9119,25,14.815999999999999
2022-05-03T04:00:00,5571,23,9.760869565217392
2022-05-03T05:00:00,9119,24,16.57083333333333
2022-05-03T05:00:00,9313,20,18.845000000000006
2022-05-03T05:00:00,7882,24,9.041666666666668
2022-05-03T05:00:00,5571,24,12.679166666666665
2022-05-03T05:00:00,9985,25,13.872000000000003
2022-05-03T05:00:00,7389,24,11.183333333333332
2022-05-03T05:00:00,8227,24,8.845833333333333
2022-05-03T05:00:00,8362,25,8.643999999999998
2022-05-03T05:00:00,7830,25,7.556799999999997
2022-05-03T05:00:00,6454,24,14.6875
2022-05-03T06:00:00,9313,21,19.395238095238092
2022-05-03T06:00:00,6454,24,17.125
2022-05-03T06:00:00,8227,25,11.008000000000003
2022-05-03T06:00:00,7389,25,16.723999999999997
2022-05-03T06:00:00,8362,25,11.052
2022-05-03T07:00:00,7389,24,21.841666666666665
2022-05-03T06:00:00,7830,24,14.230416666666665
2022-05-03T07:00:00,6454,24,17.9375
2022-05-03T07:00:00,8362,24,13.316666666666665
2022-05-03T07:00:00,7830,25,20.203599999999998
2022-05-03T06:00:00,9119,25,24.528000000000002
2022-05-03T07:00:00,8227,24,12.837499999999999
2022-05-03T06:00:00,9985,24,14.691666666666663
2022-05-03T06:00:00,5571,24,15.379166666666665
2022-05-03T06:00:00,7882,25,9.356
2022-05-03T07:00:00,7882,24,9.554166666666665
2022-05-03T07:00:00,5571,23,17.88695652173913
2022-05-03T07:00:00,9313,24,19.695833333333336
2022-05-03T07:00:00,9119,24,32.833333333333336
2022-05-03T07:00:00,9985,24,15.9
2022-05-03T08:00:00,6454,24,18.995833333333334
2022-05-03T08:00:00,8227,24,14.74583333333333
2022-05-03T08:00:00,7389,24,25.14166666666667
